,carat,cut,color,clarity,depth,table,price,x,y,z
1273,0.51,Ideal,G,IF,62.9,58.0,2146,5.07,5.11,3.2
1274,2.01,Ideal,G,SI2,61.0,54.0,16922,8.01,8.13,4.92
1275,0.41,Ideal,E,VVS2,61.8,57.0,1243,4.8,4.75,2.95
1276,2.01,Premium,H,SI1,61.2,62.0,12829,8.18,8.12,4.99
1277,1.01,Ideal,G,SI2,63.2,57.0,4038,6.33,6.28,3.99
1278,0.38,Premium,G,SI1,60.0,60.0,855,4.72,4.65,2.81
1279,0.32,Ideal,G,VS1,62.3,55.0,718,4.41,4.39,2.74
1280,0.51,Ideal,G,VVS2,61.6,55.0,2197,5.13,5.16,3.17
1281,0.41,Premium,E,VVS1,62.9,59.0,1431,4.76,4.72,2.98
1282,1.51,Very Good,G,VVS1,62.2,58.0,15281,7.3,7.33,4.55
1283,0.41,Very Good,G,SI1,60.3,60.0,719,4.76,4.8,2.88
1284,0.31,Ideal,H,VS2,61.5,55.2,513,4.36,4.39,2.7
1285,0.55,Ideal,H,SI1,61.4,56.0,1584,5.28,5.31,3.25
1286,1.02,Ideal,E,SI1,61.1,56.0,4591,6.45,6.51,3.96
1287,1.22,Very Good,H,I1,61.6,56.0,3663,6.8,6.87,4.21
1288,1.5,Ideal,G,SI2,62.0,57.0,8580,7.26,7.31,4.52
1289,0.39,Premium,D,VVS2,62.9,58.0,1290,4.66,4.62,2.92
1290,0.39,Very Good,J,VS1,63.5,58.0,790,4.64,4.59,2.93
1291,0.91,Ideal,E,SI1,60.8,57.0,4429,6.27,6.29,3.82
1292,1.55,Ideal,I,VS1,61.9,55.0,11067,7.46,7.43,4.61
1293,1.01,Very Good,I,SI1,63.4,62.0,4072,6.25,6.18,3.94
1294,0.74,Premium,I,SI2,60.6,60.0,1803,5.89,5.8,3.54
1295,0.69,Fair,G,VS1,61.2,65.4,2235,5.58,5.64,3.42
1296,0.91,Very Good,F,SI1,60.4,59.0,4437,6.22,6.26,3.77
1297,0.36,Premium,F,SI1,61.6,60.0,770,4.61,4.54,2.82
1298,0.52,Ideal,E,SI1,60.7,55.0,1656,5.23,5.22,3.18
1299,0.71,Fair,D,VS2,64.4,56.0,2596,5.63,5.58,3.61
1300,0.9,Very Good,E,SI2,60.7,61.0,3139,6.16,6.22,3.76
1301,0.31,Very Good,G,SI2,61.7,55.0,433,4.37,4.4,2.71
1302,1.21,Good,G,VS2,64.1,58.0,7047,6.74,6.67,4.3
1303,0.43,Premium,F,SI1,62.9,60.0,1016,4.8,4.77,3.01
1304,1.24,Ideal,H,SI1,61.6,57.0,6958,6.92,6.84,4.24
1305,2.27,Premium,I,SI2,62.5,59.0,14937,8.45,8.39,5.26
1306,0.53,Ideal,F,SI1,62.4,57.0,1268,5.18,5.21,3.24
1307,0.34,Ideal,H,IF,61.6,54.0,863,4.49,4.53,2.78
1308,2.5,Fair,H,SI2,64.9,58.0,13278,8.46,8.43,5.48
1309,0.71,Premium,E,SI1,61.8,56.0,2516,5.77,5.72,3.55
1310,1.05,Premium,E,SI2,62.3,56.0,4939,6.54,6.47,4.05
1311,0.39,Good,F,SI1,63.6,58.0,718,4.6,4.65,2.94
1312,0.25,Premium,H,VVS1,60.1,62.0,577,4.11,4.08,2.46
1313,0.5,Good,D,SI2,58.5,64.0,958,5.2,5.12,3.02
1314,0.37,Ideal,I,SI1,60.7,60.0,532,4.6,4.62,2.8
1315,0.59,Premium,E,VS2,60.8,57.0,2177,5.42,5.37,3.28
1316,1.02,Very Good,D,SI2,61.5,56.0,4633,6.47,6.51,3.99
1317,1.25,Ideal,G,IF,60.2,54.0,11511,6.99,7.03,4.22
1318,0.29,Ideal,F,VVS1,60.9,57.0,858,4.32,4.29,2.62
1319,1.02,Good,D,SI2,63.4,59.0,4633,6.37,6.41,4.05
1320,1.0,Good,H,VVS2,59.5,64.0,4592,6.44,6.41,3.82
1321,1.01,Good,H,SI2,57.9,59.0,3903,6.64,6.59,3.83
1322,0.4,Good,I,VS2,64.1,57.0,695,4.65,4.61,2.97
1323,0.7,Premium,D,SI1,58.2,60.0,2705,5.79,5.75,3.36
1324,0.71,Ideal,H,VS1,62.2,57.0,2559,5.66,5.73,3.54
1325,0.64,Premium,F,VS2,62.2,55.0,2131,5.53,5.5,3.43
1326,0.37,Ideal,E,VS1,61.4,55.0,1087,4.62,4.66,2.85
1327,0.7,Ideal,D,VS1,62.5,57.0,3361,5.65,5.68,3.54
1328,0.3,Premium,G,VS2,61.6,60.0,675,4.33,4.28,2.65
1329,0.42,Premium,G,VVS2,60.4,59.0,1103,4.82,4.78,2.9
1330,0.91,Very Good,E,SI1,63.1,58.0,4434,6.17,6.12,3.88
1331,0.24,Very Good,E,VVS1,61.2,55.0,485,4.03,4.08,2.48
1332,1.64,Ideal,F,SI1,61.8,55.0,13289,7.6,7.58,4.69
1333,0.55,Ideal,G,SI1,61.3,56.0,1605,5.26,5.31,3.24
1334,0.9,Very Good,F,SI2,62.4,59.0,3787,6.1,6.17,3.83
1335,1.22,Premium,E,SI2,61.5,58.0,6237,6.81,6.85,4.2
1336,0.52,Ideal,F,VS2,61.6,56.0,1446,5.14,5.18,3.18
1337,0.7,Premium,G,VS1,61.0,59.0,2535,5.77,5.68,3.49
1338,2.0,Premium,G,SI2,61.7,60.0,11355,7.95,7.9,4.89
1339,0.51,Very Good,F,VS2,58.6,58.0,1774,5.22,5.29,3.08
1340,2.02,Ideal,J,VS1,61.9,58.0,15231,8.06,8.1,5.0
1341,1.01,Premium,E,SI1,62.0,61.0,5311,6.42,6.38,3.97
1342,0.4,Premium,D,SI1,61.1,58.0,990,4.75,4.74,2.9
1343,0.7,Very Good,G,VVS1,63.3,57.0,3037,5.59,5.63,3.55
1344,1.01,Premium,G,VVS2,61.6,60.0,7466,6.41,6.38,3.94
1345,0.4,Very Good,D,VS2,61.6,59.0,881,4.7,4.75,2.91
1346,0.36,Premium,D,SI2,60.0,58.0,537,4.58,4.62,2.76
1347,1.12,Good,J,SI1,63.7,61.0,3880,6.5,6.54,4.15
1348,1.01,Good,F,VS1,59.0,62.0,6794,6.56,6.6,3.88
1349,0.54,Ideal,H,VVS1,60.4,55.0,1944,5.32,5.27,3.2
1350,0.4,Ideal,F,VVS1,61.5,56.0,1128,4.73,4.77,2.92
1351,0.24,Ideal,F,VS1,61.3,56.0,419,4.0,4.03,2.46
1352,0.6,Very Good,G,IF,61.6,56.0,2800,5.43,5.46,3.35
1353,1.01,Very Good,G,VS2,59.1,58.0,5919,6.56,6.63,3.9
1354,0.31,Ideal,G,VS2,61.8,57.0,698,4.36,4.34,2.69
1355,0.31,Premium,D,SI1,60.2,56.0,732,4.4,4.37,2.64
1356,0.71,Premium,D,VS2,62.5,60.0,2770,5.65,5.61,3.52
1357,0.88,Premium,F,VS1,60.7,55.0,3921,6.28,6.22,3.79
1358,0.35,Ideal,G,VVS1,61.8,54.5,853,4.54,4.58,2.82
1359,0.35,Ideal,D,VS2,60.6,56.0,1063,4.57,4.54,2.76
1360,0.9,Premium,H,SI1,61.4,60.0,3387,6.13,6.08,3.75
1361,0.33,Premium,G,IF,59.4,59.0,1094,4.54,4.49,2.68
1362,0.34,Premium,I,VVS1,62.6,58.0,626,4.45,4.47,2.79
1363,0.3,Premium,G,VS1,62.8,58.0,776,4.28,4.26,2.68
1364,0.54,Ideal,F,VS2,61.9,56.0,1836,5.22,5.21,3.23
1365,0.72,Very Good,G,VS1,60.6,56.0,2970,5.84,5.87,3.55
1366,1.1,Ideal,F,I1,61.8,56.0,3678,6.61,6.65,4.1
1367,1.21,Ideal,F,SI1,62.3,55.7,7546,6.8,6.85,4.25
1368,0.32,Ideal,E,VS2,60.9,56.0,846,4.45,4.48,2.72
1369,0.96,Ideal,G,SI2,61.7,57.0,3858,6.35,6.3,3.9
1370,1.12,Good,G,SI2,56.7,62.0,4158,6.91,6.86,3.9
1371,0.31,Ideal,J,VS1,61.9,54.7,429,4.34,4.36,2.69
1372,1.16,Fair,H,SI2,66.3,57.0,4222,6.56,6.5,4.33
1373,1.1,Ideal,F,VS2,60.0,57.0,6166,6.76,6.71,4.04
1374,2.14,Ideal,J,VS2,62.0,54.0,14802,8.28,8.31,5.15
1375,0.41,Ideal,G,VVS2,62.2,56.0,1007,4.75,4.8,2.97
1376,0.33,Ideal,F,VS1,61.2,56.0,723,4.46,4.49,2.74
1377,1.0,Premium,F,VS2,60.5,59.0,6640,6.57,6.39,3.92
1378,1.59,Ideal,G,VVS2,62.6,55.0,15823,7.47,7.44,4.67
1379,1.01,Premium,H,VS2,62.1,57.0,5120,6.45,6.39,3.99
1380,0.41,Ideal,F,VVS2,62.1,55.0,1036,4.77,4.79,2.97
1381,2.01,Good,I,SI1,64.1,60.0,10184,7.92,7.88,5.06
1382,1.3,Premium,D,SI2,60.2,59.0,7130,7.05,7.0,4.23
1383,1.15,Premium,H,SI2,61.6,60.0,4830,6.75,6.72,4.15
1384,0.4,Good,J,VS1,64.0,56.0,734,4.69,4.66,2.99
1385,1.5,Good,J,VS2,59.6,60.0,7368,7.31,7.38,4.38
1386,0.33,Very Good,G,SI1,61.1,59.0,492,4.42,4.45,2.71
1387,1.0,Good,E,SI1,58.0,60.0,5384,6.48,6.52,3.77
1388,0.53,Ideal,E,VS2,61.4,56.0,1813,5.25,5.18,3.2
1389,0.41,Premium,E,SI2,61.7,58.0,953,4.8,4.76,2.95
1390,1.2,Ideal,G,VVS2,61.1,56.0,10454,6.88,6.91,4.21
1391,0.53,Very Good,E,VS2,60.1,60.0,1612,5.21,5.28,3.15
1392,1.0,Very Good,D,SI2,61.5,63.0,4295,6.32,6.27,3.87
1393,0.5,Very Good,G,VS1,63.2,59.0,1580,5.03,5.07,3.19
1394,0.27,Ideal,H,VS2,61.8,56.0,599,4.15,4.17,2.57
1395,0.37,Premium,J,VS2,61.1,60.0,454,4.6,4.63,2.82
1396,0.3,Ideal,D,VS2,61.5,55.0,911,4.35,4.3,2.66
1397,0.54,Ideal,G,VVS1,61.9,54.0,2041,5.23,5.25,3.24
1398,1.25,Premium,G,SI1,60.7,58.0,6856,6.97,6.9,4.21
1399,0.4,Very Good,D,VS2,60.8,59.0,868,4.71,4.77,2.88
1400,0.83,Ideal,D,VS2,62.0,54.9,4378,6.03,6.04,3.74
1401,1.52,Premium,F,VS2,59.4,60.0,13530,7.61,7.5,4.49
1402,0.91,Premium,G,VS1,62.2,58.0,4459,6.22,6.12,3.85
1403,1.0,Very Good,I,SI1,63.0,58.0,4125,6.3,6.33,3.98
1404,0.33,Premium,I,SI1,61.3,59.0,572,4.51,4.46,2.75
1405,0.74,Very Good,E,VS1,63.4,55.0,3357,5.78,5.76,3.66
1406,0.3,Ideal,H,IF,61.8,55.0,789,4.3,4.31,2.66
1407,0.7,Ideal,E,SI1,61.8,57.0,2058,5.71,5.68,3.52
1408,1.51,Premium,G,VS2,61.4,58.0,12068,7.4,7.3,4.51
1409,0.24,Very Good,F,VVS1,62.5,55.0,608,3.98,4.02,2.49
1410,1.01,Fair,G,VS2,66.6,55.0,5475,6.27,6.22,4.16
1411,0.3,Very Good,E,VVS1,63.5,57.0,995,4.27,4.23,2.7
1412,1.7,Ideal,H,I1,62.6,54.1,7068,7.58,7.63,4.77
1413,0.4,Premium,H,SI1,62.7,58.0,666,4.65,4.69,2.93
1414,0.31,Ideal,H,VS2,62.2,55.0,489,4.35,4.37,2.71
1415,1.51,Ideal,H,VS2,60.6,57.0,11540,7.46,7.45,4.52
1416,0.51,Fair,E,VS2,65.5,51.0,1709,5.06,5.01,3.3
1417,0.74,Premium,G,SI1,60.5,58.0,2553,5.93,5.88,3.57
1418,0.41,Good,J,VS1,63.7,56.0,830,4.71,4.68,2.99
1419,0.43,Ideal,F,SI1,61.8,56.0,792,4.84,4.87,3.0
1420,0.9,Very Good,D,SI2,62.9,59.0,3706,6.06,6.15,3.84
1421,0.51,Ideal,G,VS1,62.2,55.0,1599,5.13,5.16,3.2
1422,0.91,Ideal,G,SI2,61.6,56.0,3985,6.24,6.22,3.84
1423,1.01,Very Good,D,SI1,63.2,58.0,5654,6.28,6.34,3.99
1424,0.9,Premium,H,VS2,60.0,59.0,3629,6.23,6.16,3.72
1425,0.71,Premium,G,SI1,58.5,58.0,2215,5.87,5.82,3.42
1426,0.33,Ideal,G,VVS1,62.0,56.0,868,4.45,4.48,2.77
1427,0.57,Premium,J,VS2,60.2,62.0,1176,5.4,5.33,3.23
1428,0.8,Very Good,E,SI1,63.1,57.0,3293,5.94,5.86,3.72
1429,0.54,Ideal,E,VS2,62.2,55.0,1847,5.24,5.21,3.25
1430,1.13,Ideal,F,I1,62.2,55.0,3542,6.63,6.68,4.14
1431,0.9,Very Good,H,VS2,63.7,61.0,4129,6.04,6.07,3.86
1432,0.33,Ideal,G,VS2,62.3,55.0,579,4.42,4.47,2.77
1433,0.42,Premium,F,VVS2,59.6,59.0,1221,4.86,4.83,2.89
1434,0.3,Premium,E,VS1,61.4,59.0,814,4.32,4.28,2.64
1435,0.32,Very Good,I,VS1,59.8,60.0,505,4.44,4.46,2.66
1436,0.38,Very Good,G,VS1,57.1,63.0,886,4.77,4.86,2.75
1437,0.59,Very Good,F,SI1,61.7,57.0,1412,5.39,5.43,3.34
1438,0.33,Premium,G,VVS2,60.9,59.0,965,4.49,4.45,2.72
1439,1.52,Good,J,VS2,63.3,56.0,7370,7.27,7.33,4.62
1440,1.13,Ideal,G,SI2,61.1,54.0,5062,6.77,6.74,4.13
1441,0.36,Ideal,D,VVS2,61.0,56.0,1126,4.57,4.61,2.8
1442,0.41,Premium,H,VS1,58.2,59.0,990,4.92,4.88,2.85
1443,1.5,Fair,G,SI1,65.5,58.0,8627,7.16,7.12,4.68
1444,0.34,Ideal,D,VVS2,61.8,55.0,1130,4.46,4.48,2.76
1445,0.91,Premium,F,SI2,58.2,61.0,3746,6.58,6.41,3.77
1446,0.41,Very Good,F,SI1,63.4,58.0,852,4.75,4.68,2.99
1447,0.5,Premium,F,VVS2,62.7,56.0,1987,5.08,5.03,3.17
1448,2.43,Fair,G,SI2,64.5,57.0,14975,8.41,8.36,5.41
1449,0.3,Premium,E,SI2,61.5,62.0,468,4.31,4.28,2.64
1450,0.41,Ideal,D,SI2,61.0,56.0,876,4.83,4.78,2.93
1451,1.01,Very Good,F,VS2,61.1,58.0,7037,6.45,6.51,3.96
1452,1.1,Premium,G,VS2,60.3,57.0,6032,6.73,6.68,4.04
1453,0.3,Good,D,VVS1,63.3,61.0,825,4.21,4.23,2.67
1454,0.61,Ideal,F,VVS2,62.2,55.0,2634,5.42,5.45,3.38
1455,2.0,Very Good,I,VS2,58.6,62.0,15923,8.17,8.2,4.8
1456,1.21,Very Good,J,VS2,63.0,57.0,4691,6.73,6.77,4.25
1457,1.06,Premium,H,SI1,61.6,59.0,4872,6.55,6.54,4.03
1458,0.71,Very Good,G,VVS2,61.2,58.0,3113,5.68,5.72,3.49
1459,0.53,Very Good,E,VS2,61.4,55.0,1607,5.21,5.24,3.21
1460,0.84,Ideal,I,VS1,62.3,59.0,3283,5.99,6.04,3.75
1461,1.0,Very Good,G,VVS2,60.5,62.0,7260,6.39,6.44,3.88
1462,0.74,Ideal,D,VS1,61.7,55.0,3813,5.79,5.85,3.59
1463,0.32,Ideal,G,VS1,61.6,55.0,665,4.43,4.5,2.75
1464,0.76,Ideal,E,VS2,62.1,56.0,3431,5.83,5.87,3.63
1465,1.01,Very Good,E,SI1,63.4,59.0,5002,6.38,6.34,4.03
1466,0.7,Very Good,H,VS1,63.3,59.0,2484,5.62,5.66,3.57
1467,0.32,Premium,E,SI1,61.6,56.0,720,4.41,4.39,2.71
1468,1.12,Very Good,E,VS2,62.8,57.0,7589,6.61,6.64,4.16
1469,0.31,Premium,D,VS1,59.6,58.0,683,4.38,4.41,2.62
1470,0.31,Ideal,H,VVS1,62.7,54.0,707,4.33,4.38,2.73
1471,0.41,Ideal,E,VS1,62.1,55.0,1153,4.8,4.77,2.97
1472,0.3,Good,H,SI1,63.4,58.0,421,4.21,4.24,2.68
1473,0.51,Very Good,D,VS2,60.5,60.0,1787,5.16,5.19,3.13
1474,0.7,Very Good,H,VS1,61.5,58.0,2394,5.66,5.72,3.5
1475,1.01,Premium,J,SI2,61.8,60.0,3563,6.41,6.37,3.95
1476,0.3,Very Good,E,VS2,62.8,59.0,658,4.24,4.26,2.67
1477,1.09,Very Good,G,VS2,60.9,56.0,6388,6.67,6.7,4.07
1478,0.4,Very Good,G,SI1,62.8,60.0,702,4.66,4.7,2.94
1479,0.5,Very Good,D,VS2,62.9,61.0,1752,4.96,5.03,3.14
1480,0.42,Premium,F,VS2,61.9,58.0,884,4.76,4.8,2.96
1481,0.57,Premium,D,VS1,60.6,59.0,2360,5.38,5.32,3.24
1482,0.53,Ideal,G,VS1,61.9,56.0,1813,5.2,5.17,3.21
1483,1.07,Ideal,F,IF,62.0,57.0,11434,6.52,6.57,4.06
1484,0.95,Premium,E,SI2,60.7,59.0,4070,6.36,6.3,3.84
1485,1.0,Good,E,VVS1,63.4,59.0,8359,6.27,6.24,4.0
1486,0.76,Very Good,E,SI1,63.2,57.0,2613,5.8,5.75,3.65
1487,1.7,Premium,F,VS1,60.6,58.0,18598,7.71,7.68,4.66
1488,0.4,Very Good,E,SI2,63.1,57.0,798,4.72,4.7,2.97
1489,1.5,Fair,H,I1,65.6,54.0,2964,7.26,7.09,4.7
1490,0.52,Very Good,F,VVS2,62.1,58.0,2064,5.12,5.16,3.19
1491,0.73,Good,E,VS1,63.7,59.0,3146,5.67,5.69,3.62
1492,1.52,Ideal,I,VS1,61.4,57.0,9483,7.42,7.38,4.54
1493,0.3,Premium,E,SI1,60.0,60.0,675,4.38,4.36,2.62
1494,0.25,Premium,E,VVS2,61.5,59.0,576,4.02,4.04,2.48
1495,0.36,Ideal,E,VS1,61.4,56.0,747,4.59,4.63,2.83
1496,0.41,Ideal,I,VS1,61.8,53.0,753,4.81,4.84,2.98
1497,2.18,Premium,I,SI1,63.0,58.0,13263,8.23,8.17,5.22
1498,1.03,Premium,F,SI2,61.6,58.0,4586,6.46,6.43,3.97
1499,0.3,Ideal,G,SI1,62.0,58.0,477,4.27,4.29,2.65
1500,0.64,Ideal,F,VS2,62.3,56.0,2189,5.53,5.49,3.43
1501,0.81,Premium,E,SI1,60.8,59.0,3213,5.99,5.95,3.63
1502,0.8,Very Good,E,SI1,62.9,60.0,3146,5.87,5.89,3.7
1503,0.55,Premium,D,VS2,61.3,60.0,1928,5.28,5.29,3.24
1504,1.03,Ideal,F,SI1,62.4,57.0,6178,6.48,6.44,4.03
1505,0.82,Ideal,D,SI1,61.6,57.0,4135,6.02,6.06,3.72
1506,0.35,Ideal,J,VVS1,62.1,53.0,540,4.53,4.55,2.82
1507,0.5,Ideal,F,SI1,62.7,56.0,1286,5.12,5.05,3.19
1508,1.75,Very Good,G,VS2,62.8,59.0,16073,7.53,7.62,4.76
1509,0.3,Very Good,D,SI2,61.8,58.0,447,4.29,4.32,2.66
1510,1.0,Premium,E,SI2,60.4,62.0,4014,6.52,6.42,3.91
1511,0.42,Very Good,I,SI1,63.5,54.0,829,4.76,4.72,3.01
1512,2.03,Ideal,I,SI2,60.0,57.0,13182,8.32,8.2,4.96
1513,0.41,Ideal,E,VS2,62.3,56.0,999,4.77,4.74,2.96
1514,0.78,Very Good,E,VS1,61.0,55.0,3564,5.94,5.96,3.63
1515,0.7,Ideal,G,SI1,61.9,56.0,2414,5.66,5.71,3.52
1516,0.56,Ideal,H,VVS1,61.7,55.0,1941,5.3,5.33,3.28
1517,1.7,Ideal,I,SI1,62.4,56.0,11228,7.68,7.64,4.78
1518,0.36,Ideal,I,VVS1,61.7,56.0,824,4.59,4.62,2.84
1519,0.37,Ideal,E,VS2,62.0,57.0,811,4.6,4.63,2.86
1520,0.35,Ideal,E,VVS1,62.2,56.0,1044,4.51,4.53,2.81
1521,0.43,Premium,D,VS2,60.0,59.0,1234,4.93,4.91,2.95
1522,0.41,Very Good,F,VS2,59.4,60.0,951,4.85,4.89,2.89
1523,0.75,Ideal,E,SI1,61.4,55.0,3049,5.8,5.86,3.58
1524,1.2,Ideal,H,VS1,62.5,57.0,6814,6.81,6.73,4.23
1525,1.22,Ideal,G,VS2,62.0,55.0,7783,6.83,6.87,4.25
1526,1.5,Very Good,H,SI1,63.4,57.0,7708,7.27,7.23,4.59
1527,1.0,Good,D,SI2,61.1,61.0,4727,6.37,6.43,3.91
1528,0.34,Premium,G,VS2,62.0,59.0,596,4.43,4.47,2.76
1529,0.55,Ideal,I,SI1,61.3,56.0,1367,5.29,5.34,3.26
1530,0.42,Premium,G,VVS2,61.6,60.0,963,4.8,4.85,2.97
1531,0.52,Ideal,E,VS2,60.4,57.0,1576,5.17,5.22,3.14
1532,0.71,Good,D,VS1,64.2,58.0,3690,5.65,5.6,3.61
1533,0.35,Good,E,VS1,61.3,65.0,938,4.51,4.53,2.77
1534,0.5,Very Good,G,SI1,62.8,55.0,1170,5.03,5.07,3.17
1535,0.3,Ideal,E,VS2,61.8,55.0,844,4.35,4.33,2.68
1536,1.31,Premium,I,VS2,60.4,59.0,5832,7.16,7.05,4.29
1537,0.32,Very Good,G,VVS2,62.0,55.0,730,4.39,4.42,2.73
1538,0.7,Premium,E,VS2,60.2,60.0,2822,5.73,5.7,3.44
1539,0.38,Very Good,F,VS2,61.3,57.0,685,4.67,4.7,2.87
1540,0.55,Very Good,D,SI1,63.1,56.0,1593,5.19,5.22,3.28
1541,0.72,Ideal,F,SI2,61.2,54.0,2422,5.81,5.86,3.57
1542,0.58,Good,F,SI1,63.1,57.0,1388,5.29,5.33,3.35
1543,0.31,Ideal,G,VVS1,60.7,57.0,1046,4.4,4.37,2.66
1544,2.35,Premium,I,SI2,61.1,58.0,17294,8.63,8.56,5.25
1545,1.09,Very Good,F,VVS1,61.4,58.0,10463,6.6,6.65,4.07
1546,1.3,Good,J,SI1,64.0,58.0,5242,6.91,6.84,4.4
1547,0.31,Very Good,G,VS2,63.0,54.0,544,4.33,4.37,2.74
1548,1.09,Premium,G,VS2,61.0,59.0,7032,6.65,6.6,4.04
1549,1.11,Very Good,D,SI2,59.9,57.0,5042,6.72,6.74,4.03
1550,1.04,Very Good,E,VVS2,62.4,58.0,8748,6.46,6.4,4.01
1551,1.01,Very Good,F,VS2,63.3,57.0,6533,6.41,6.33,4.03
1552,0.3,Good,E,VS2,64.2,57.0,619,4.24,4.13,2.69
1553,2.4,Ideal,J,SI1,62.0,57.0,12468,8.53,8.47,5.27
1554,0.34,Premium,F,VS2,60.7,60.0,880,4.5,4.46,2.72
1555,0.32,Ideal,G,VS1,61.8,55.0,828,4.45,4.42,2.74
1556,0.5,Fair,E,VS2,66.3,55.0,1397,4.98,4.94,3.29
1557,1.16,Premium,G,SI2,62.5,58.0,4969,6.72,6.68,4.19
1558,0.51,Very Good,E,VS1,64.4,55.0,1634,5.03,5.07,3.25
1559,0.71,Very Good,E,VS2,59.4,58.0,2843,5.76,5.82,3.44
1560,1.5,Good,G,SI2,64.3,57.0,8043,7.2,7.29,4.66
1561,0.3,Ideal,I,VS1,61.6,56.0,608,4.36,4.31,2.67
1562,0.35,Very Good,F,SI2,62.8,55.0,460,4.48,4.53,2.83
1563,0.31,Ideal,D,VS1,61.9,53.0,774,4.36,4.4,2.71
1564,0.26,Premium,F,VS1,59.5,58.0,580,4.22,4.18,2.5
1565,1.2,Ideal,G,VS1,62.6,54.3,8687,6.76,6.8,4.25
1566,0.34,Very Good,G,VVS1,60.9,57.0,819,4.53,4.56,2.76
1567,0.52,Very Good,F,VS1,61.7,56.0,1778,5.14,5.17,3.18
1568,0.52,Good,G,SI1,63.6,56.0,1244,5.07,5.09,3.23
1569,1.53,Ideal,I,VS1,60.2,60.0,10171,7.51,7.48,4.51
1570,0.32,Good,E,SI1,62.5,61.0,564,4.32,4.35,2.71
1571,0.31,Very Good,G,VVS2,60.0,62.0,707,4.4,4.44,2.65
1572,1.15,Very Good,E,SI2,61.7,60.0,4250,6.7,6.78,4.16
1573,0.27,Very Good,D,VVS2,64.6,53.0,575,4.04,4.1,2.63
1574,1.4,Ideal,G,VS2,62.1,55.0,10427,7.12,7.05,4.4
1575,1.11,Ideal,D,VVS2,63.0,57.0,12016,6.58,6.65,4.17
1576,1.16,Ideal,I,VS2,60.1,62.0,5587,6.83,6.78,4.09
1577,0.9,Good,G,VS2,63.7,60.0,4309,6.02,5.98,3.82
1578,0.32,Ideal,F,VVS1,61.8,56.0,926,4.42,4.45,2.74
1579,0.7,Good,H,VVS2,63.8,57.0,2608,5.61,5.51,3.55
1580,1.51,Very Good,F,SI1,62.6,57.0,12141,7.25,7.31,4.56
1581,0.9,Very Good,I,VS2,62.3,64.0,3605,6.1,6.13,3.81
1582,1.53,Very Good,G,VS1,62.8,59.0,13189,7.32,7.36,4.61
1583,1.14,Ideal,G,VVS1,61.1,58.0,10933,6.74,6.77,4.13
1584,0.51,Premium,F,SI1,61.3,59.0,1421,5.19,5.15,3.17
1585,0.51,Good,E,VS1,61.3,63.0,1841,5.11,5.16,3.15
1586,0.5,Ideal,G,VVS2,61.8,54.0,1766,5.11,5.15,3.17
1587,0.33,Ideal,E,VS2,61.8,55.0,723,4.45,4.48,2.76
1588,1.6,Premium,J,VS1,61.3,59.0,8870,7.49,7.52,4.6
1589,0.32,Ideal,E,SI2,62.0,55.0,576,4.41,4.36,2.72
1590,0.91,Ideal,E,SI2,62.6,57.0,3772,6.13,6.18,3.85
1591,1.53,Premium,G,VVS2,62.5,60.0,15365,7.31,7.34,4.58
1592,0.7,Very Good,D,SI1,62.5,55.0,2862,5.67,5.72,3.56
1593,0.6,Ideal,G,VVS1,62.1,56.0,3001,5.42,5.43,3.37
1594,0.4,Premium,E,VS2,61.2,60.0,949,4.79,4.68,2.9
1595,0.5,Premium,I,VVS1,62.8,61.0,1556,5.05,4.98,3.15
1596,1.11,Very Good,H,SI2,59.0,59.0,4584,6.79,6.82,4.02
1597,0.53,Ideal,H,VS2,61.7,54.0,1604,5.23,5.2,3.22
1598,1.55,Good,G,I1,63.6,58.0,4965,7.34,7.29,4.65
1599,0.32,Ideal,F,VVS1,61.7,55.0,867,4.38,4.43,2.72
1600,1.01,Premium,H,SI1,59.8,60.0,4559,6.48,6.52,3.89
1601,0.45,Good,H,VVS1,56.8,64.0,1240,5.08,4.99,2.86
1602,0.3,Very Good,G,VVS1,61.9,59.0,789,4.28,4.31,2.66
1603,1.0,Good,H,VS1,61.8,61.0,5219,6.4,6.31,3.93
1604,0.43,Premium,G,VS2,60.8,59.0,867,4.86,4.91,2.97
1605,0.35,Premium,D,VVS1,60.8,58.0,1247,4.55,4.53,2.76
1606,1.63,Ideal,D,SI2,59.4,59.0,10281,7.73,7.67,4.57
1607,0.7,Very Good,E,VS2,63.4,59.0,2952,5.63,5.67,3.58
1608,0.7,Premium,G,SI1,62.6,60.0,2415,5.61,5.57,3.5
1609,0.3,Ideal,F,VS1,62.4,56.0,673,4.3,4.32,2.68
1610,1.5,Good,H,SI2,60.8,64.0,6846,7.27,7.2,4.4
1611,0.3,Premium,F,VS2,61.6,58.0,776,4.31,4.29,2.65
1612,1.15,Premium,I,SI1,59.6,58.0,4959,6.86,6.82,4.08
1613,0.56,Ideal,H,VVS1,62.3,55.0,1882,5.3,5.26,3.29
1614,0.61,Ideal,E,VVS2,62.4,53.6,2907,5.42,5.45,3.39
1615,0.34,Ideal,E,SI1,63.0,55.0,765,4.47,4.42,2.8
1616,0.51,Ideal,G,SI1,61.6,56.0,1281,5.19,5.14,3.18
1617,0.31,Very Good,D,SI2,62.9,54.0,462,4.3,4.35,2.72
1618,0.79,Ideal,D,SI1,61.2,56.0,3242,5.95,6.02,3.66
